Order ID,Order Date,Day,Country,City,Lat,Lng,Full Name,Category,Sub Category,Item,SalesPerson ID,Quantity,Unit Price,Discount,Total Cost,Status,Gender
1874,24/01/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Aylyn Saeid Alzarey,Smart Speaker,Google Nest Hub,Google Nest Hub Max,W669,4,229,189.0624,138.4992,True,Female
1875,24/01/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Fatnh Nabulsi,Smartwatch,Garmin Fenix,Garmin Fenix 7,E911,6,699,216.8298,78.8472,False,Male
1876,24/01/2023,Fri,USA,new york,40.7498,-73.9814,Ibrahim Shuelan,Laptop,HP Envy,Envy x360,K406,3,899,602.33,170.81,False,Female
1877,24/01/2023,Thu,USA,washington,38.9072,-77.0369,Muhamad Ramadan,Headphones,Sennheiser HD,Sennheiser HD 599 SE,J073,3,199,124.4944,153.7872,True,Female
1878,24/01/2023,Tue,Egypt,asyut,27.1809,31.1837,Ranya Alkmshh,Smart Speaker,Apple HomePod,Apple HomePod mini,Z612,4,99,8.5536,15.2064,True,Male
1879,24/01/2023,Wed,Syria,homs,34.7326,36.7136,Eala Alyasin,Gaming Console,Sony PlayStation,PlayStation 5,Y493,6,499,335.9268,187.7238,False,Female
1880,24/01/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Labanaa Shakir,VR Headset,HP Reverb G2 Omnicept,HP Reverb G2 Omnicept,N498,5,799,6984.858,4012.578,True,Female
1881,24/01/2023,Tue,Egypt,cairo,30.0444,31.2357,Muhamad Rashwani,Fitness Tracker,Withings Move,Withings Move,I036,5,59,47.141,21.6294,True,Male
1882,24/01/2023,Mon,Egypt,cairo,30.0444,31.2357,Muhamad Alwurhani,Fitness Tracker,Huawei Band,Huawei Band 6,U858,3,59,55.46,13.3104,True,Female
1883,24/01/2023,Mon,USA,new york,40.7128,-74.006,Muhamad Jhad,Smart Speaker,Amazon Echo Show,Amazon Echo Show 8 (2nd Gen),R252,8,129,29.67,13.0548,False,Female
1884,24/01/2023,Tue,USA,washington,38.9072,-77.0369,Dany Shadi Alkhiat,Laptop,Microsoft Surface,Surface Laptop 4,C793,1,1299,210.438,759.915,False,Male
1885,24/01/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Razaan Aldubus,Gaming Console,Sony PlayStation,PlayStation 2,G451,4,99,2.9106,79.5564,True,Female
1886,24/01/2023,Wed,Saudi Arabia,riyadh,24.7743,46.7386,Amir Hamshu,Laptop,Microsoft Surface,Surface Book 3,I036,4,1599,1410.318,1064.934,True,Female
1887,24/01/2023,Mon,Morocco,casablanca,33.5731,7.5898,Muhamad Aldwltali,Laptop,Lenovo Legion,Lenovo Legion 7i,B692,4,1499,1254.0634,521.3522,True,Male
1888,24/01/2023,Mon,Saudi Arabia,aseer,18.2311,42.5004,Muhamad Husayn,Smart Speaker,Harman Kardon,Harman Kardon Citation,I811,4,199,255.9936,15.2832,True,Female
1889,24/01/2023,Fri,United Arab Emirates,abu dhabi,24.4764,54.3705,Habib Eurman,Gaming Console,Sony PlayStation,PlayStation 4,P598,4,299,252.3261,188.5195,False,Female
1890,24/01/2023,Mon,Saudi Arabia,riyadh,24.7743,46.7386,Alaa Salam,Smartwatch,Huawei Watch,Huawei Watch GT 2e,Z398,5,129,84.753,99.846,True,Male
1891,24/01/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Muhamad Shiah,Fitness Tracker,Fitbit Versa,Fitbit Versa 3,F452,5,229,131.3086,66.7306,True,Female
1892,24/01/2023,Mon,Egypt,cairo,30.0444,31.2357,Muayid Alhakim,Fitness Tracker,Garmin Approach,Garmin Approach S12,J885,6,199,135.6384,160.4736,True,Female
1893,24/01/2023,Tue,Syria,homs,34.7326,36.7136,Ahmad Yasin,Tablet,Microsoft Surface,Surface Pro 7,J860,2,799,407.1704,532.4536,True,Male
1894,24/01/2023,Tue,Egypt,asyut,27.1809,31.1837,Iin Hatim,Digital Camera,Olympus OM-D,Olympus OM-D E-M1 Mark III,Y368,4,1999,507.3462,187.906,True,Female
1895,24/01/2023,Tue,USA,new york,40.7128,-74.006,Muhamad Qbany,Headphones,Jabra Elite,Jabra Elite 75t,U751,4,179,119.2856,75.4306,False,Female
1896,24/01/2023,Wed,France,paris,48.8566,2.3522,Khalil Yuzbik,Smartphone,Samsung Galaxy,Galaxy A52,J073,4,399,363.6486,277.6242,False,Male
1897,24/01/2023,Mon,Saudi Arabia,riyadh,24.7136,46.6753,Diea Shadi Alghazy,Smartwatch,Apple Watch,Apple Watch SE,W206,4,279,467.1576,508.2264,True,Female
1898,24/01/2023,Wed,United Arab Emirates,abu dhabi,24.4764,54.3705,Muhamad Zaytun,Tablet,Samsung Galaxy Tab,Galaxy Tab A8,K492,7,199,219.696,54.924,False,Female
1899,24/01/2023,Mon,Syria,damascus,33.5146,36.3084,Lwiy Ayman,Smart Speaker,Sonos One,Sonos One SL,I729,3,179,1875.204,1179.252,True,Male
1900,24/01/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Mazin Ramadan,Laptop,ASUS ROG,ASUS ROG Strix Scar 17,K081,4,1999,1723.9376,1704.3474,False,Female
1901,24/01/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Susin Almisri,Digital Camera,Fujifilm X Series,Fujifilm X100V,K406,4,1399,502.1011,461.3902,False,Female
1902,24/01/2023,Wed,Morocco,casablanca,33.5731,7.5898,Omaimah Altahhan,Fitness Tracker,Amazfit Bip,Amazfit Bip U Pro,Y882,4,69,129.8304,79.488,True,Male
1903,24/01/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Bayan Kurdiun,Gaming Console,Sony PlayStation,PlayStation 4,F194,3,299,278.07,281.06,True,Female
1904,24/01/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Dia Hasan,Laptop,Acer Swift,Acer Swift 5,L700,4,999,2729.6676,712.0872,True,Female
1905,24/01/2023,Tue,USA,new york,40.7128,-74.006,Emar Alahmar,Headphones,Jabra Elite,Jabra Elite 85t,S735,1,229,130.6216,58.9904,False,Male
1906,24/01/2023,Wed,Saudi Arabia,dammam,26.3927,49.9777,Diana Hamuwda,Headphones,Bose SoundSport,Bose SoundSport Free,Y446,3,179,1053.952,148.212,True,Female
1907,24/01/2023,Mon,USA,washington,38.9072,-77.0369,Ahmad Abu Zamil,Headphones,Anker Soundcore,Anker Soundcore Life Q35,J073,4,129,96.5952,105.264,True,Female
1908,24/01/2023,Tue,USA,new york,40.7128,-74.006,Bashshar Shakur,Headphones,JBL Live,JBL Live 650BTNC,R143,4,149,140.1345,125.9795,False,Male
1909,24/01/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Lina Sharif Aldaghly,Headphones,Bose SoundSport,Bose SoundSport Free,W206,4,179,123.51,9.8808,True,Female
1910,24/01/2023,Wed,Saudi Arabia,dammam,26.3927,49.9777,Muhamad Husayn,Digital Camera,Sony Cyber-shot,Sony Cyber-shot RX100 VII,I561,4,1199,279.1272,569.8847,True,Female
1911,24/01/2023,Wed,Saudi Arabia,riyadh,24.7743,46.7386,Salih Qadish,Fitness Tracker,Fitbit Versa,Fitbit Versa 2,B938,3,179,21.0504,294.7056,True,Male
1912,24/01/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Lama Husayn,Digital Camera,Panasonic Lumix,Panasonic Lumix S1H,B938,2,3499,925.8354,3086.118,True,Female
1913,24/01/2023,Wed,Saudi Arabia,jeddah,21.5433,39.1728,Zunar Aleabd,Gaming Console,Sony PlayStation,PlayStation 4 Pro,Q628,6,399,551.5776,766.08,True,Female
1914,24/01/2023,Mon,Syria,damascus,33.5146,36.3084,Ahmad Shaeban,Smartphone,OnePlus,OnePlus Nord CE 5G,U806,5,349,259.9352,184.6908,False,Male
1915,24/01/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Danah Eali,Smart Speaker,Harman Kardon,Harman Kardon Citation,R823,2,199,358.2,3.582,False,Female
1916,24/01/2023,Tue,Saudi Arabia,riyadh,24.7136,46.6753,Faras Tabanaj,Laptop,HP Envy,Envy x360,N346,4,899,42.253,490.1348,False,Female
1917,24/01/2023,Tue,Egypt,cairo,30.0444,31.2357,Rabye' Eurul,Headphones,Jabra Elite,Jabra Elite 85t,U924,5,229,306.5394,386.5062,False,Male
1918,24/01/2023,Wed,Syria,aleppo,36.2021,37.1343,Ahmad Jabir,Smartphone,OnePlus,OnePlus 10 Pro,R777,3,999,911.088,460.3392,True,Female
1919,24/01/2023,Fri,Egypt,cairo,30.0444,31.2357,Rabana Alhalib,Digital Camera,Fujifilm X Series,Fujifilm X-T4,W252,7,1699,1565.7984,1631.04,False,Female
1920,24/01/2023,Tue,Morocco,casablanca,33.5731,7.5898,Ikhlas Muhamad,Fitness Tracker,Withings Move,Withings Move ECG,N710,4,129,40.7898,74.3814,False,Male
1921,24/01/2023,Mon,USA,washington,38.9072,-77.0369,Hasan Alrifaei,Laptop,Lenovo Legion,Lenovo Legion 5,Q149,5,1099,480.3729,1001.6286,True,Female
1922,24/01/2023,Mon,Saudi Arabia,riyadh,24.7743,46.7386,Ghadir Alyaghshiu,Smart Speaker,Apple HomePod,Apple HomePod,Z398,4,299,131.859,88.803,False,Female
1923,24/01/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Ali Einziin,Gaming Console,Retro Console,Super NES Classic,P181,4,99,88.3476,18.2457,False,Male
1924,24/01/2023,Tue,Syria,damascus,33.5138,36.2765,Ranya Abuhamd,Smartphone,Apple iPhone,iPhone 12,E754,3,899,355.6444,678.2056,True,Female
1925,24/01/2023,Tue,Syria,homs,34.7326,36.7136,Muhamad Khalil,Smartwatch,Garmin Forerunner,Garmin Forerunner 55,F792,4,199,94.923,134.325,True,Female
1926,24/01/2023,Tue,USA,new york,40.7498,-73.9814,Abd Alruhmin Alqutb,Smartwatch,Huawei Watch,Huawei Watch Fit 2 Pro,T402,4,129,83.979,109.1727,False,Male
1927,24/01/2023,Tue,USA,las vegas,36.1699,-115.1398,Samir Mazlum,Laptop,Microsoft Surface,Surface Laptop 4,H087,2,1299,97.6848,268.6332,True,Female
1928,24/01/2023,Sat,USA,las vegas,36.1699,-115.1398,Muhamad Ghrz Aldiyn,Tablet,Microsoft Surface,Surface Pro 7,L106,7,799,253.1232,598.2912,True,Female
1929,24/01/2023,Sat,Syria,homs,34.7326,36.7136,Lana Aljabaan,Gaming Console,Sony PlayStation,PlayStation 4 Pro,Z594,6,399,147.8295,356.307,True,Male
1930,24/01/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Safa Alwurhani,Headphones,JBL Live,JBL Live 650BTNC,Q903,6,149,7.3755,22.1265,True,Female
1931,24/01/2023,Fri,Egypt,cairo,30.0444,31.2357,Ahmad Eijluni,Smartphone,OnePlus,OnePlus 9 Pro,F981,3,899,863.04,77.6736,True,Female
1932,24/01/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Kamal Astitih,Digital Camera,Canon EOS,Canon EOS M50 Mark II,P826,3,649,404.976,623.04,True,Male
1933,24/01/2023,Tue,Egypt,cairo,30.0444,31.2357,Iad Alshear,Gaming Console,Microsoft Xbox,Xbox One X,W278,4,299,20.5114,32.2322,False,Female
1934,24/01/2023,Mon,Egypt,asyut,27.1809,31.1837,Amir Almunzilijiu,Fitness Tracker,Xiaomi Mi Band,Xiaomi Mi Band 5,U013,4,29,6.09,12.47,False,Female
1935,24/01/2023,Tue,France,paris,48.8566,2.3522,Dinana Almaseud,Smartphone,Google Pixel,Google Pixel 6 Pro,J501,3,899,731.2466,475.7508,True,Male
1936,24/01/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Hanan Qaziyha,Smart Speaker,JBL Link,JBL Link 500,J667,4,249,37.0512,259.3584,False,Female
1937,24/01/2023,Tue,France,paris,48.8566,2.3522,Eala Alnisrin,Digital Camera,Nikon Coolpix,Nikon Coolpix P1000,N259,4,999,174.6252,468.7308,True,Female
1938,24/01/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Hind Qarh,Tablet,Samsung Galaxy Tab,Galaxy Tab S7,J885,4,649,37.7718,793.2078,False,Male
1939,24/01/2023,Mon,Syria,homs,34.7326,36.7136,Rawan Abu,Gaming Console,Sony PlayStation,PlayStation 5,L106,4,499,185.8276,704.1888,False,Female
1940,24/01/2023,Thu,Saudi Arabia,jeddah,21.4858,39.1925,Hamzaa Qarqazan,Laptop,Microsoft Surface,Surface Laptop 4,F344,1,1299,167.3112,215.1144,True,Female
1941,24/01/2023,Tue,USA,new york,40.7312,-73.9998,Raja Bwalsibae,VR Headset,Pimax Vision,Pimax Vision 5K Super Plus,J860,6,999,455.544,987.012,True,Male
1942,24/01/2023,Wed,Syria,aleppo,36.2021,37.1343,Shahad Alsaqaraq,Smartphone,OnePlus,OnePlus Nord 2,C377,3,399,3.8703,116.109,True,Female
1943,24/01/2023,Tue,USA,washington,38.9072,-77.0369,Rima Jamul,Smartphone,Samsung Galaxy,Galaxy S21 Ultra,S855,4,1199,600.0995,98.1981,False,Female
1944,24/01/2023,Wed,France,paris,48.8566,2.3522,Jihan Saeadat,Headphones,Sony WH,Sony WH-CH710N,K140,5,129,81.7344,48.5298,True,Male
1945,24/01/2023,Mon,Egypt,cairo,30.0444,31.2357,Ahmad Abu Adhan,Headphones,Sennheiser HD,Sennheiser HD 800 S,U646,4,1699,4746.3264,1321.1424,False,Female
1946,24/01/2023,Mon,USA,new york,40.7498,-73.9814,Samah Shueayb,Digital Camera,Canon EOS,Canon EOS R6,Q149,4,2499,229.908,1977.2088,True,Female
1947,25/01/2023,Mon,Syria,aleppo,36.2021,37.1343,Muhamad Dahna,Fitness Tracker,Withings Move,Withings Move,N330,5,59,47.5009,54.3685,False,Male
1948,25/01/2023,Wed,Syria,homs,34.7326,36.7136,Samir Shiah,Gaming Console,Sony PlayStation,PlayStation 3,A512,5,199,725.952,272.232,False,Female
1949,25/01/2023,Mon,Syria,aleppo,36.2021,37.1343,Muhamad Khayr,Headphones,Jabra Elite,Jabra Elite 85t,T067,3,229,123.66,416.78,True,Female
1950,25/01/2023,Mon,Egypt,cairo,30.0444,31.2357,Rana Alsaed,Fitness Tracker,Amazfit GTR,Amazfit GTR 2e,U013,3,99,59.5584,126.5616,True,Male
1951,25/01/2023,Wed,France,paris,48.8566,2.3522,Muhamad Alhasan,Headphones,Jabra Elite,Jabra Elite 75t,J302,4,179,424.8744,365.5896,True,Female
1952,25/01/2023,Wed,Saudi Arabia,riyadh,24.7136,46.6753,Tariq Eali,Smartwatch,Garmin Forerunner,Garmin Forerunner 945,J073,2,599,112.612,1036.0304,False,Female
1953,25/01/2023,Wed,USA,las vegas,36.1699,-115.1398,Rulaa Asamy,Laptop,HP Envy,Envy 15,F230,4,1199,69.7818,1151.3997,True,Male
1954,25/01/2023,Tue,Egypt,cairo,30.0444,31.2357,Shadi Jalal,VR Headset,HTC Vive,HTC Vive Cosmos,V985,8,699,548.016,623.3682,True,Female
1955,25/01/2023,Mon,United Arab Emirates,dubai,25.2048,55.2708,Zaydun Altynawi,Smart Speaker,Google Nest Hub,Google Nest Hub Max,Z524,5,229,626.1318,296.2344,True,Female
1956,25/01/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Daniah Aleabd,Fitness Tracker,Garmin Vivosmart,Garmin Vivosmart 4,Y796,5,129,56.1924,176.2398,False,Male
1957,25/01/2023,Mon,Saudi Arabia,riyadh,24.7743,46.7386,Zahir Saed,Fitness Tracker,Xiaomi Mi Band,Xiaomi Mi Band 6,Q149,3,39,88.2648,80.73,True,Female
1958,25/01/2023,Tue,Egypt,asyut,27.1809,31.1837,Tawfiq Bilul,Fitness Tracker,Garmin Approach,Garmin Approach S12,C377,5,199,139.1408,108.0172,True,Female
1959,25/01/2023,Sun,Syria,damascus,33.5138,36.2765,Tariq Alkalu,Fitness Tracker,Fitbit Charge,Fitbit Charge 4,H046,3,149,114.8492,30.8132,False,Male
1960,25/01/2023,Tue,Syria,homs,34.7326,36.7136,Dalia Hamshu,Smart Speaker,JBL Link,JBL Link 20,K012,5,99,93.1392,13.3056,False,Female
1961,25/01/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Muhamad Almarstani,VR Headset,Oculus Rift,Oculus Rift S,G788,5,399,260.4672,429.0048,True,Female
1962,25/01/2023,Tue,USA,washington,38.9072,-77.0369,Safa Alnisrin,VR Headset,Pimax Vision,Pimax Vision 5K Super Plus,L106,5,999,689.31,27.5724,False,Male
1963,25/01/2023,Mon,Egypt,asyut,27.1809,31.1837,Kamilia Alhusayn,Gaming Console,Sony PlayStation,PlayStation 5,Z074,3,499,293.412,337.4238,True,Female
1964,25/01/2023,Tue,USA,las vegas,36.1699,-115.1398,Muhamad Shakir,VR Headset,HTC Vive Pro,HTC Vive Pro 2,S988,4,1099,178.038,326.403,True,Female
1965,25/01/2023,Wed,Saudi Arabia,jeddah,21.4858,39.1925,Aylyn Suqbani,Smartwatch,Samsung Galaxy,Galaxy Watch Active 2,N507,3,249,210.1311,60.3825,True,Male
1966,25/01/2023,Wed,USA,las vegas,36.1699,-115.1398,Rim Suqabani,Digital Camera,Fujifilm X Series,Fujifilm X-T4,S691,4,1699,730.57,509.7,True,Female
1967,25/01/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Amir Tyzry,Tablet,Microsoft Surface,Surface Go 2,N969,5,399,297.7338,188.8068,False,Female
1968,25/01/2023,Wed,United Arab Emirates,dubai,25.2048,55.2708,Esamat Alshahadat,Fitness Tracker,Fitbit Versa,Fitbit Versa 3,Z403,4,229,39.5712,52.7616,True,Male
1969,25/01/2023,Mon,France,paris,48.8566,2.3522,Iad Badawiin,Digital Camera,Canon EOS R Series,Canon EOS R,B099,4,1299,974.8995,172.767,True,Female
1970,25/01/2023,Mon,Syria,homs,34.7326,36.7136,Sara Alqadah,Headphones,Sennheiser HD,Sennheiser HD 599 SE,I269,4,199,106.1665,23.1636,False,Female
1971,25/01/2023,Tue,United Arab Emirates,dubai,25.2048,55.2708,Sandra Albarghali,Laptop,HP Envy,Envy x360,Z948,4,899,284.8032,525.1059,True,Male
1972,25/01/2023,Tue,Egypt,asyut,27.1809,31.1837,Mazin Jazar,Smartwatch,Fossil Gen,Fossil Gen 6,X514,1,299,766.3968,310.0032,True,Female
1973,25/01/2023,Fri,Syria,homs,34.7326,36.7136,Majd Aldiyn,Smartwatch,Samsung Galaxy,Galaxy Watch 4,Y368,4,349,324.9888,201.024,True,Female
1974,25/01/2023,Tue,USA,las vegas,36.1699,-115.1398,Muhamad Asamy,Smart Speaker,Apple HomePod,Apple HomePod mini,P598,3,99,21.1266,22.0869,True,Male
1975,25/01/2023,Tue,Egypt,cairo,30.0444,31.2357,Amir Zaydan,VR Headset,Pimax Vision,Pimax Vision 5K Super Plus,U806,3,999,971.028,1276.722,True,Female
1976,25/01/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Amjad Alsafdi,Digital Camera,Fujifilm X Series,Fujifilm X-T4,C793,2,1699,231.9135,525.6706,False,Female
1977,25/01/2023,Fri,Syria,aleppo,36.2021,37.1343,Raja Shadi Alghazy,Smart Speaker,Harman Kardon,Harman Kardon Citation,U372,4,199,97.4304,133.728,True,Male
1978,25/01/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Dia Abunfis,Laptop,Lenovo Legion,Lenovo Legion 5,N664,6,1099,1064.931,1127.574,True,Female
1979,25/01/2023,Fri,Syria,aleppo,36.2021,37.1343,Sarah Raft,Smart Speaker,Google Nest Hub,Google Nest Hub (2nd Gen),N969,3,99,62.6076,56.1627,False,Female
1980,25/01/2023,Wed,USA,new york,40.7312,-73.9998,Rinah Kharasah,Tablet,Amazon Fire HD,Amazon Fire HD 8 Plus,S395,4,129,3.5604,28.4832,True,Male
1981,25/01/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Labanaa Ratib,Gaming Console,Retro Console,Super NES Classic,J885,4,99,27.918,60.489,True,Female
1982,25/01/2023,Tue,Egypt,asyut,27.1809,31.1837,Bakr Alttahir,Gaming Console,Sony PlayStation,PlayStation 5,Q069,8,499,174.4504,114.77,True,Female
1983,25/01/2023,Mon,Saudi Arabia,aseer,18.2311,42.5004,Ahmad Eibdalbaqi,VR Headset,Pimax Vision,Pimax Vision 5K Super Plus,S830,3,999,316.4832,191.808,True,Male
1984,25/01/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Fadi Eabuwd,Smart Speaker,Amazon Echo Show,Amazon Echo Show 10 (3rd Gen),P040,4,249,97.2594,76.4181,True,Female
1985,25/01/2023,Wed,Saudi Arabia,dammam,26.3927,49.9777,Samiah Alrahil,Gaming Console,Retro Console,Super NES Classic,Q083,7,99,182.3976,287.1792,True,Female
1986,25/01/2023,Fri,USA,las vegas,36.1699,-115.1398,Hazim Aleaqqad,Smartphone,Google Pixel,Google Pixel 6 Pro,Y270,1,899,2563.2288,9612.108,True,Male
1987,25/01/2023,Wed,Saudi Arabia,jeddah,21.5433,39.1728,Zakarian Hmw,Digital Camera,Nikon Z Series,Nikon Z7 II,E715,5,2299,882.816,882.816,False,Female
1988,25/01/2023,Mon,USA,new york,40.7312,-73.9998,Iad Shaykh Janid,VR Headset,HTC Vive,HTC Vive Cosmos,Y692,4,699,367.9536,361.383,True,Female
1989,25/01/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Muhamad Dahman,Headphones,JBL Live,JBL Live 500BT,E804,5,99,388.08,269.28,False,Male
1990,25/01/2023,Mon,Syria,damascus,33.5146,36.3084,Omaimah Eusqul,Gaming Console,Microsoft Xbox,Xbox Original,I738,3,69,10.9089,40.4271,True,Female
1991,25/01/2023,Mon,Egypt,asyut,27.1809,31.1837,Jablah Shiah,Headphones,Sennheiser HD,Sennheiser HD 599 SE,U470,3,199,102.3059,1.9303,True,Female
1992,25/01/2023,Mon,Saudi Arabia,aseer,18.2311,42.5004,Lama Shadi Alkhiat,Digital Camera,Sony Cyber-shot,Sony Cyber-shot RX100 VII,Q832,7,1199,633.072,115.104,True,Male
1993,25/01/2023,Wed,Egypt,asyut,27.1809,31.1837,Abdalbasit Shaykh Janid,Smartphone,Xiaomi Redmi,Xiaomi Redmi Note 11 Pro,Y314,8,299,172.224,209.898,False,Female
1994,25/01/2023,Tue,Syria,homs,34.7326,36.7136,Abd Alruhmin Abu Shwmr,Gaming Console,Nintendo Switch,Nintendo Switch Lite,D873,2,199,25.6113,102.4452,True,Female
1995,25/01/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Abdalmjid Sarhan,Digital Camera,Panasonic Lumix,Panasonic Lumix GH5,R361,5,1299,472.836,425.5524,True,Male
1996,25/01/2023,Tue,Syria,damascus,33.5146,36.3084,Ahmad Alhuri,Smartphone,Oppo Find,Oppo Find X4 Pro,Z924,2,899,3452.9691,4506.4173,False,Female
1997,25/01/2023,Tue,Morocco,casablanca,33.5731,7.5898,Muhamad Rinkusi,Fitness Tracker,Garmin Vivosmart,Garmin Vivosmart 4,Z826,4,129,763.0092,489.4776,True,Female
1998,25/01/2023,Tue,France,paris,48.8566,2.3522,Muhamad Dahman,Gaming Console,Retro Console,Sega Genesis Mini,Z074,2,79,69.046,43.529,True,Male
1999,25/01/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Anwar Mia,Smartwatch,Fossil Gen,Fossil Gen 5E,Y989,7,199,159.2,191.04,True,Female
2000,25/01/2023,Fri,Syria,damascus,33.5138,36.2765,Ibrahim Iidris,Laptop,Microsoft Surface,Surface Laptop 4,E804,8,1299,518.301,863.835,False,Female
2001,25/01/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Abd Alruhmin Akrym,Fitness Tracker,Fitbit Charge,Fitbit Charge 4,G817,4,149,26.82,113.985,True,Male
2002,25/01/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Ailya Alhusayn,Gaming Console,Sony PlayStation,PlayStation 5,G587,3,499,377.5434,430.7867,True,Female
2003,25/01/2023,Wed,Saudi Arabia,jeddah,21.5433,39.1728,Ikhlas Amir,Headphones,Bose QuietComfort,QC35 II,T371,4,299,19.6742,267.007,True,Female
2004,25/01/2023,Tue,France,paris,48.8566,2.3522,Emar Aldrwysh,Fitness Tracker,Fitbit Versa,Fitbit Versa 3,W206,5,229,108.6147,132.0414,True,Male
2005,25/01/2023,Tue,Syria,aleppo,36.2021,37.1343,Ayham Eibdalbaqi,Smart Speaker,Amazon Echo,Echo Dot (4th Gen),H016,5,49,5.7036,8.5554,True,Female
2006,25/01/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Ahmad Aldukifi,VR Headset,Oculus Rift S,Oculus Rift 2,N334,3,499,83.5326,241.3164,True,Female
2007,25/01/2023,Wed,United Arab Emirates,abu dhabi,24.4764,54.3705,Hasan Alealbi,Smart Speaker,JBL Link,JBL Link 500,R294,4,249,174.798,134.46,False,Male
2008,25/01/2023,Mon,United Arab Emirates,dubai,25.2048,55.2708,Rinah Almueasaeas,Smartwatch,Apple Watch,Apple Watch SE,L343,4,279,30.132,67.797,True,Female
2009,25/01/2023,Tue,Egypt,cairo,30.0444,31.2357,Muhamad Aywbi,Gaming Console,Sony PlayStation,PlayStation 5,L427,1,499,392.0643,300.0986,True,Female
2010,25/01/2023,Tue,Syria,damascus,33.5146,36.3084,Lawy Muhamad,Tablet,Lenovo Tab,Lenovo Tab P11 Pro,B392,5,499,174.65,204.59,True,Male
2011,25/01/2023,Tue,Egypt,asyut,27.1809,31.1837,Rima Aldarawasha,Headphones,Bose SoundSport,Bose SoundSport Wireless,Z476,6,129,88.236,26.961,True,Female
2012,25/01/2023,Mon,USA,new york,40.7128,-74.006,Ihsan Alhabis,VR Headset,HP Reverb,HP Reverb G2,I917,3,599,113.211,43.128,True,Female
2013,25/01/2023,Mon,USA,new york,40.7498,-73.9814,Abd Alruhmin Iibrahim,Headphones,Sony WH,Sony WH-1000XM4,R252,4,349,84.6325,280.9799,True,Male
2014,25/01/2023,Tue,Egypt,asyut,27.1809,31.1837,Muhamad Alhijar,Smart Speaker,Harman Kardon,Harman Kardon Citation,C539,3,199,155.4588,122.1462,False,Female
2015,25/01/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Shadi Iibrahim,Gaming Console,Sony PlayStation,PlayStation 3 Slim,L700,8,199,23.6412,496.4652,False,Female
2016,25/01/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Lina Mansur,Gaming Console,Sony PlayStation,PlayStation 4,G405,2,299,140.53,197.34,True,Male
2017,25/01/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Rami Alsaed,Smartwatch,Garmin Forerunner,Garmin Forerunner 945,B614,5,599,518.0152,352.6912,False,Female
2018,25/01/2023,Mon,USA,las vegas,36.1699,-115.1398,Salim Zawal,Smart Speaker,Google Nest Hub,Google Nest Hub (2nd Gen),W242,4,99,7.4448,69.795,True,Female
2019,25/01/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Rita Efan,Smartwatch,Garmin Venu,Garmin Venu 2,N664,5,399,333.963,290.871,True,Male
2020,25/01/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Majd Yusif,Fitness Tracker,Withings Move,Withings Move ECG,O765,4,129,24.768,53.2512,False,Female
2021,26/01/2023,Tue,Saudi Arabia,riyadh,24.7136,46.6753,Batual Aleusud,Smartwatch,Garmin Forerunner,Garmin Forerunner 945,J073,5,599,950.9724,270.0292,True,Female
2022,26/01/2023,Mon,Saudi Arabia,dammam,26.3927,49.9777,Lbyb Zaeur,Tablet,Lenovo Tab,Lenovo Tab P11 Pro,Y493,3,499,37.1256,162.4245,True,Male
